author,ulasan,like,publis
@psssendangsejagadt5924,Pake cooler lahhh,0,2025-11-13T18:01:48Z
@yusrotulchasanah5778,"Rekomendasi hp harga 800 an dong kak, dgn kualitas kuat",0,2025-11-13T17:52:04Z
@Amruzama,"Sekeren apa coba tanya aja yg paling keren ditongkrongan yg mana, finish, simple",0,2025-11-13T16:57:03Z
@RakeyanBanga,"Pengalaman pakai ip dibandingin sama android sih yg sekeren apapun sih, lebih awet ip. Xiaom lama2 lemot. Samsg kena green line. Padahal sy beli samaW series paling bagus. Tapi kalo ip tuh jangka panjangnya selalu oke. Bukan krn gengsi aja.",0,2025-11-13T16:41:52Z
@adindasetiani3125,"Kapan itu bakal rilisnya bang? Aku lagi minta redmi lamborgini tapi kata suami gk rilis di singapore, kayanya yg ini juga keren ternyata",0,2025-11-13T13:45:33Z
@mencarikeadilan8566,Ketawa sendiri ya bang pas liat photo sendiri😅,0,2025-11-13T12:15:01Z
@massardiardi,Mantap hp xiomi bentuknya keren cakep agk laen tampil beda..  klo hp iphone kemahaln Dsign pun gk terlalu menarik,0,2025-11-13T12:11:35Z
@Chainsawman_pro,"Mending iphone udah no depat, harga jual balik nya juga ttp stabil 😊",0,2025-11-13T11:01:13Z
@fitriazulkaidawati,Saran hp 2 jutaan apa ya yang bagus,0,2025-11-13T10:49:16Z
@idriz_c,Bang bikin rekomendasi untuk akhir tahun 2025,5,2025-11-13T10:36:28Z
@kyd1002,bukan niru bg tapi ngebuka mata org2 kalo xiaomi dan hp android yg lain itu lebih hebat daripada iphone,0,2025-11-13T09:16:39Z
@nikoaldisaswurichannel,bang david umur lo brp sih... ko dari dulu gak kliatan tua... segitu-gitu aja..rahasianya apa ya..???,0,2025-11-13T05:48:20Z
@dedenzhii2059,Hallo guys Xiaomi redmi 6 numpang lewat,0,2025-11-13T05:36:09Z
@bayubayusetiawan2423,Review HP red magic terbaru dong bang yg katanya mau bekuin I-Phone😂,0,2025-11-13T05:07:33Z
@anakaktif2729,"10 tahun kedepan iphone buat layar kyk gitu, dan mereka berkata, ""its innovation""🎉🎉🎉🎉🎉🎉🎉🎉🎉",0,2025-11-13T03:51:37Z
@robisugara2609,Vid kapan unboxing realme gt8 pro gila tu hp,0,2025-11-13T02:56:09Z
@AditRino-d1j,bang bahas nubia red magic 11 pro pluss,0,2025-11-13T02:19:11Z
@Masyeobo,"Masih menunggu akankah realease xiaomi yg lebih dari ini, karna gamau beli 2x buat upgrade wkwk",0,2025-11-13T01:55:47Z
@panjipermana4798,bang google pixel 10 pro xl zoomnya gila😊,0,2025-11-12T17:30:32Z
@MasL-p1x,ada yg sadar ga klo ada Poco x6 5g nyempil??,0,2025-11-12T15:14:26Z
@BrioPutiih,"Xiomi mencuri start, kemungkinan besar iPhone beberapa tahun kedepan bakalan ada layar kecil juga di belakang.
Bukan karna niru xiomi tapi xiomi yg sudah tau desain iPhone kedepannya gimna",0,2025-11-12T15:07:57Z
@FeriYanto-uj7yh,iPhone 17 pro adalah iPhone terjelek dan teraneh sepanjang sejarah Apple…,1,2025-11-12T14:54:31Z
@DarmantoDarmanto-e7y,"We memang kagum Ama IP tapi kaga kebeli tapi desain 17  tuh jelek desain kamera makin kesini makin aneh dan terkesan jelek😂
IP itu identik dengan 2 atau 3 Boba udah bagu",0,2025-11-12T13:59:03Z
@muhammadzulfahmi9364,"design iphone itu pun bisa dibilang dari mereka2 nya jugak. di china jugak kan pemasangannya. bisa jd design iphone itu pun mungkin dari ide mereka2 jugak. tp china ini emg dari dulu sering memasarkan brg copy ori dgn harga yg sgt2 terjangkau. hny saja kualiti nya sgt2 burik. asal liat brg made in china aja pasti 80% burik itu brg nya. tp jgn salah. skali mereka udh ngeluarin produk ori dari ide mereka nya lgsg. ketar ketir dh brand2 yg lain. liat aja brand2 handphone buatan mereka. gak ush gw jelasin, kalian jgk udh bisa liat sndiri.",0,2025-11-12T13:22:58Z
@arkiab.5830,"Udah kebeli duluan, baru review nya muncul 😢. Notifikasi Spotify ga pop-out di layar belakangnya 😩",0,2025-11-12T12:22:23Z
@agnespangesty301,Bang... tab merk Sirkels dong....,0,2025-11-12T11:39:12Z
@vidasa1531,"Walpaper 10:12 entah sengaja atau enggak, tapi sangat mirip vibe iphone 12",0,2025-11-12T11:23:06Z
@rkglavian,“Woow”   Tidak woow sih,0,2025-11-12T09:46:22Z
@calonmu563,Xiaomi 17:02,0,2025-11-12T09:36:00Z
@BgDamn,di HP ini masih ada iklan ga ya?,0,2025-11-12T09:35:15Z
@bombereki,25:00 maksudnya HP sony Ericsson 😊😊,0,2025-11-12T08:56:17Z
@getronicchannel,Mantab xiomai,0,2025-11-12T08:32:42Z
@neurmohammad4489,bismillah meser,0,2025-11-12T08:09:58Z
@Meynabila-w4l,humorku sebatas kamera bawah di kucilkan kecil kasian minimal ada yg nemenin led flash. 😂,0,2025-11-12T03:14:31Z
@FHAMSREVOLUTION,"dari kecil sampai sekarang pegang hp 5 biji xiaomi semua, seri tertinggi ku masih di 13t aja udh keren banget, nyoba make ip 15 baru 2 bulan ku jual lagi ini juga ada ip 11 cuma tak buat pajangan aja, okelah kalau dari segi kamera tapi gak bisa ngapa ngapain untuk aku yang kerja sebagai konten kreator, banyak hall yang tidak bisa dijelasin, intinya udah nyoba maksa pake ip tapi malah stress😭maaf yaa guys saya ngejar fungsii bukan gengsi soalnya kalau didaerah saya hpnya rata rata ip, baru pada pake ip 7 - ip 13 aja udh pada belagu banget pada ngejek android ku padahal dia cuma pada pegang 1 hp lah hpku 5 kalau digabungin bisa dapet 15 pro max 2 biji woy😭😭😭",0,2025-11-12T02:59:55Z
@niningsdays,fungsi catatan tempel di layar belakangnya gimana,0,2025-11-12T02:57:06Z
@bendarkhorsepalu6182,"Overall Msh lbh bagus iphone, udh megang dan ngetes sendiri. Cuma tampilan fisik ny oke xiaomi",0,2025-11-12T00:06:55Z
@-GENTHADIRGANTARA,android ttp lah android sebegimanapun MAX2 an nya wkwkwkw,0,2025-11-11T21:33:44Z
@HusainAldi,dari video ini jelas bahwa si dapit terlalu mendewakan iphone,1,2025-11-11T18:13:56Z
@anandaahmad3524,"sebenarnya di xiomi 11 ultra udah ada semi layar di belakang dekat kamera 
jadi IP 17 pm itu ikuti Xiomi 😂",0,2025-11-11T17:37:54Z
@febrianlaksmanaputra977,Harga xiomi di china cuma 11juta,0,2025-11-11T17:23:26Z
@BruceWyne-h3z1k,Dari dlu hp Xiaomi itu cepat panas yah...,0,2025-11-11T16:12:19Z
@ddrpc5338,Hanya 2 type manusia yang paling susah dinasehati.... yang pertama "orang yang jatuh cinta dan yang kedua "Apple fanboy😂😂😂😂",0,2025-11-11T15:55:34Z
@DickyDermawan-c5h,"Tapi karena ada iPhone yg jadi ""kiblatnya"" 
Makanya yg lain bisa inovasi",0,2025-11-11T15:31:12Z
@EvoAlvero-s3h,Xiaomi 11 ultra mirip sama yg Xiaomi 17promax,0,2025-11-11T14:58:53Z
@witriroyani4714,Bang itukan termasuk perang,0,2025-11-11T14:23:37Z
@NadaafifahPAUD,Xiaomi emang cepet panas dri dlu,0,2025-11-11T13:46:54Z
@RusdianahNisa,"Kenapa bukan kamera depan aja yg diperbaiki,?",0,2025-11-11T12:32:27Z
@OXXY3001,🤩,0,2025-11-11T12:04:09Z
@mokohardono8859,"Xiomi jiplak ip itu biasa.. 
Kan pabrik ip di china. .",0,2025-11-11T11:41:19Z
@yohanespradono5224,"1 hal yang gak pernah dibahas reviewer, Google Pay. Di xiaomi google pay gak jalan. Yang pake google pay sebaiknya pertimbangkan ini.",0,2025-11-11T11:01:14Z
@EchoShow347,Gw nonton pake samsung s3😢,0,2025-11-11T10:08:33Z
@siha2450,"Canggih amat, kpn y pny xiomi ke gtu liat repiwny ja dah snengg .
syukuri aja msh pke vivo thn 2017 hahaha",0,2025-11-11T09:21:26Z
@jaelanisetiady8511,"Permisi kak, akan lebih bagus kalau di sertakan harga device yang di review di akhir video supaya bisa mencari harga yang pas di video kakak yang di unggah 😊",0,2025-11-11T09:09:26Z
@srjprm,gada ir blasternya ya itu??,0,2025-11-11T03:16:48Z
@arrizalharisf9716,"ini inovasi hebat iphone jauh kalah, tp chipset jauh si sama a bionic huhuhu sulit nyaingin a bionic",0,2025-11-11T00:44:02Z
@Nyu_yu,user poco nyimak,0,2025-11-11T00:27:31Z
@setiawansinaga-f4b,"Bagiku, android hanya untuk pemula",0,2025-11-10T23:23:14Z
@slsnf4120,Wah zoom 10x tetap jelas,0,2025-11-10T22:22:10Z
@slsnf4120,23:53 suka banget videonya pake kamera belakang. Belakangnya langsung blur cuma fokus ke orangnya,0,2025-11-10T22:18:54Z
@slsnf4120,22:00 suka juga,0,2025-11-10T22:14:14Z
@slsnf4120,Keren banget,0,2025-11-10T21:56:35Z
@slsnf4120,Wah Xiaomi,0,2025-11-10T21:52:34Z
@randomvideo1226,Harga 5jt gw gass,0,2025-11-10T19:01:23Z
@aulyanafebry,Malah menurut gue xiaomi niru tipe samsung z flip yang terbaru😂,0,2025-11-10T18:17:52Z
@Sukseske3,"18:28 ini hp yang ku cari dibelakang pas kamera ada anim nya lucu2 ada jam lagi , paling gong ketahanan 

Dulu aja punya xia dia jatuh dr ketingian gak pecah bahkan kena airgak mati dan gak rusk layar nya tebel tapi xia keluran dilu mati otomatis karena udah lama keluran nya :( dulu penyimpanan nyebelin sekarang bagus",0,2025-11-10T18:01:24Z
@GucciAne,Saling jiplak menjiplak😂,0,2025-11-10T16:09:14Z
@GucciAne,Wkwkwk ternyataa hp panasan,0,2025-11-10T16:07:09Z
@konanjayalogam,"akhir nya muncul juga angka favorite saya 
17",0,2025-11-10T16:02:30Z
@alimalco,Jujur lebih ok xiomi 17pro design camerax,1,2025-11-10T13:25:20Z
@hendrasyafari9290,Saya lahir tanggal 4 bulan 4 😂😂😂 saya memang sial bagi mereka 😅😅,0,2025-11-10T12:29:43Z
@frisianconstela9822,"ada chargernya
ada chargernya",0,2025-11-10T12:09:52Z
@Grace.mt10,dari pada baca komenan ribut ribut. saya pake xiaomi 14 pro sama ipone 13. aman dah. ga mihak sama 1 doang. ga ribut ribut jadinya,0,2025-11-10T11:50:52Z
@harjan3538,Mending IP 17 sih di banding Xiaomi di layar belakang nya,0,2025-11-10T07:51:34Z
@endarko-id,android pro pro max max pun iPhone masih nomer satu buat adu gengsi😅,0,2025-11-10T07:38:12Z
@assaabaniabdul679,Pakai deteksi panas di belakang ada kode2 muncul,0,2025-11-10T06:47:01Z
@Khendz_Chanell,Bang coba Poco C85 bang😅,0,2025-11-10T06:01:22Z
@wanimajugaming9777,11:51. Wth. Iphone killer ini mah.,0,2025-11-10T04:58:10Z
@wanimajugaming9777,"Biasa, siomay emg mau samain Ipong. Cuman sayang keamanan yg seketat itu kyk Microsoft Defender bikin fitur multitasking buat android agak2 nyeselin gitu dibanding xiaomi versi lama kyk hyperos 1 sampai miui ke bawah. Menurut aku software tsb udh mantep, tapi sayang si xiaomi malah langsung update keamanan yg bikin kamu gk bisa record + rekam.",0,2025-11-10T04:53:55Z
@yudiadityasandy2259,Layar belakang bisa buat game juga bang,0,2025-11-10T02:28:51Z
@elokpmaharani,"Inovasi yang kayak gini best sihh, berguna bangett.",0,2025-11-10T00:41:37Z
@ardhanaaswari8275,"Niru kah?, perasaan itu desain Poco area kotak di kamera, banyak yg bilang bilang juga iPhone kehabisan ide desain di bagian kamera, makanya niru Poco, xiaomi balas niru nama",0,2025-11-09T23:39:40Z
@IkbarBaharudin,Kya smartwatch yg d tempel 😂 bagusss,0,2025-11-09T22:04:24Z
@nziiefauzi5487,dikantor ku gedungnya yg punya orang china bang dan lantai 16 ga ada juga,0,2025-11-09T20:41:11Z
@dearyonx2254,angka 16 kelahiranku cemana,0,2025-11-09T20:39:50Z
@DanDani-uu6bz,Mending gua sumbang anak yatim-piatu,0,2025-11-09T15:48:19Z
@WatimahWatimah-u6v,Mewahhhh,0,2025-11-09T14:51:30Z
@Mputttrrr,Bang review xiaomi pad 7 dan 7 pro,0,2025-11-09T14:24:11Z
@sarjanakomputerS1,Dijual dimana?,0,2025-11-09T14:15:09Z
@harry130888,"Kalo kaya gini pihak iPhone notice ga sih,kalo next mau bikin hp series terbaru lagi.dulu beli iPhone tuh cuma buat photo aja....tp mkin ksni makin ko iPhone gtu gtu aja😢",0,2025-11-09T12:24:01Z
@tunteuyo,jiwa kere ku meronta ronta😂😂😂,0,2025-11-09T12:05:04Z
@karlinawonglieung3770,Dlu motorola V3 bsa liat review foto d layar depanya wkwkwk,0,2025-11-09T10:02:42Z
@subz2718,mereka bikin nama itu FIx  langsung ngajak war kaya fitur bahkan kecepatanya melebihi iphone sekarang karena chipset elite gen 5 tahun ini sudah melewati bionic dalam hal speed gk cuma beda 100 mhz .,0,2025-11-09T09:36:38Z
@AIFilmForge111,orang senang chanel david itu karena seperti ngobrol ke temen sendiri,0,2025-11-09T08:20:37Z
@riksuhendrik4881,Hp 1 juta terbaik apa ya?,0,2025-11-09T05:30:59Z
@ayaa89-f5s,lucu banget belakangnya,1,2025-11-09T04:10:42Z
@ccinthehouseyall,"Keliatan nambah tua tp tep unyu, sehat2 terus bang, biar kalo mau beli hape liat dikau dulu ^^",0,2025-11-09T04:06:05Z
@FKR_Fakta_Kata_Rifki,Desain kotaknya keren👍🏻👍🏻,0,2025-11-09T03:48:50Z
@johnnytiger1686,15 juta terbaik hp apa bro david? @gadgetin,0,2025-11-09T03:41:52Z
@sadraksimatupang5663,mantappp,0,2025-11-09T03:34:50Z
@reyrisandy5235,Gw yg nonton ini pake HP redmi note 14 pro + 🥲,0,2025-11-09T02:33:10Z
@kulimacau9139,Yg sedang kerja di China  insyaallah bsa kebeli,0,2025-11-09T02:18:16Z
@DedeMisbah98,Asli GK bakal kebeli buat saya mah. Tapi gw nonton sampe habis selama setngh JAaaamm,0,2025-11-09T02:15:13Z
@ArdianMastering,Mantap bang,0,2025-11-09T02:01:28Z
@ridho_salasa,jelas mending xiaomi ❤,1,2025-11-09T01:42:04Z
@cheryautobsd,pengguna setia xiaomi & poco nyimak dulu sampe masuk resmi 😂,0,2025-11-09T00:36:37Z
@Arfanz_EPEP,xiomi 14 juga cam nya gitu bang,0,2025-11-09T00:15:43Z
@60sviral,Kotaknya kaya roko GARPIT 1 SLOP,0,2025-11-09T00:04:34Z
@muhamadhandrikkurniawanmuhamad,Honor magic 8 pro coba compare ama Xiaomi 17 pro,0,2025-11-08T22:39:02Z
@rafipratama9809,"Saat ini disegala lini Xiaomi unggul dr Iphone, kecuali di  lini Os & User Interface, klw dilini  ini  Xiaomi bs unggul, tamatlah Iphone 😅!!",0,2025-11-08T21:57:54Z
@AndrianiAyu-t4n,"Aku dari xiaomi 4, skrg xiaomi 9, moga next 17pro hahaha",0,2025-11-08T17:01:14Z
@muryaranta6191,"Biasanya yang sering panas ngeliat android berinovasi Rata-rata user inter. 
Padahal setiap smartphone itu punya plus minus masing-masing, gak ada yang sempurna. Jadi gak usa muji brand sampe terlalu lebay. User inter tuh rata-rata nganggap user android gak mampu beli iPhone, padahal kalo aku pake keduanya. Dan suka aja setiap ada brand baru yang berinovasi.",0,2025-11-08T16:02:04Z
@monkeydmif6336,misteribox bang misteri box,0,2025-11-08T15:13:02Z
@NurmanHappy,Sedangkan samsung j4 saya untutunya cuma 7000an,0,2025-11-08T14:43:43Z
@ambarprimandaru,"Jadi inget di mesin ATM juga ada seperti cermin cembung kecil di bagian atas layar komputernya, itu mungkin berguna seperti spion jadi kalo orang dibelakang kita mau ngintip kita bisa tau",0,2025-11-08T14:29:54Z
@sant.speed24434,Justru iphone yg niru design poco 😂😂,0,2025-11-08T14:09:57Z
@BR_Pictures,Tiap bahas xiaomi penonton nya luber,0,2025-11-08T13:53:40Z
@ntpmarpaung5918,"FUN FACT : David gadgetin ini salah SATU PENYEPONG IPHONE ya gaeeeess,,jadi wajar dia bilang "" IPhone tidak akan iri dengan hp Xiaomi ini"" 😅",0,2025-11-08T10:58:47Z
@SamuelChrist25,Kucing itu spiriteling.... Mungkin sama kaya HOK,0,2025-11-08T08:36:06Z
@BahlilBahlolBinLelah,🎉🎉🎉🎉,0,2025-11-08T08:09:40Z
@FahmiFebian-js4it,Bangg David coba review pixel 10 pro 😊,0,2025-11-08T08:01:16Z
@EnrikoDaffaAbdillah,mau minta handphone kak 1 apa aja klo boleh,0,2025-11-08T07:36:24Z
@denianabilahorienza6490,zoom 10x nya cakeppp,0,2025-11-08T07:24:44Z
@happyhardiansyah,20:56 jumpscare anj 😂😂😂😂,0,2025-11-08T05:42:10Z
@SatuPandanganDunia,bang saatnya rekomendasi hp untuk akhir tahun,0,2025-11-08T05:30:33Z
@DandiSucipto-m2o,Oppo bang,0,2025-11-08T05:29:57Z
@setianaherwan,Sekelas gadgetin melupakan xiamo 11ultra,0,2025-11-08T03:22:46Z
@ceritafilm1579,beli xiaomi 17 pro max lebih worth it drpd beli iphone 17 promax,0,2025-11-08T02:58:04Z
@siidadd4364,"jadi bingung, upgrade xiaomi 17 apa 17 pro😢😅",0,2025-11-08T02:54:30Z
@rulinurpaizal1760,Review iqoo 15 dong bang david,0,2025-11-08T02:24:26Z
@amonvandetta2160,layar 2 pasti panas iphone aja panas jg hmmm,0,2025-11-08T01:29:31Z
@gahayu1457,Jadi tidak serius designya😂...,0,2025-11-08T00:56:11Z
@zecaryutaroubgst1719,Xiaomi 17 Tu kombinasi Dari Poco Sama mi 11 ultra,0,2025-11-07T18:48:00Z
@fabianrf5012,mau,0,2025-11-07T17:44:53Z
@ImasLaelyMieladinaAlaulia,Nonton pake xiaomi 😊,0,2025-11-07T16:47:14Z
@NogatiNinu,Knp jadi kasian liat iPhone belakangnya cuma ada kamera,0,2025-11-07T16:43:36Z
@heryadi6109,mantap,0,2025-11-07T16:34:56Z
@YudiAriyanto-x4i,"Xiomi dari note 5 pro sampe 8 pro, 10 pro eh selingkuh ke Samsung a56 😅",0,2025-11-07T14:36:18Z
@YudiAriyanto-x4i,Nunggu yg 1 tera,0,2025-11-07T14:34:27Z
@YudiAriyanto-x4i,Karena Amerika jelas beli perangkatnya dichina...makanya China harus diatas iPhone ..,0,2025-11-07T14:26:39Z
@Yasudahhhlah,Prinsip siaomi dari dulu tiru amati modifikasi,0,2025-11-07T13:56:57Z
@EndangHermawan-l4f,Orang-orang kok pada mau beli mahal ya HP nya ? Saya saja masih pakai redmi 9 ditambah cayin ru9 dan iem dita prelude untuk nonton bang david. Feel nya Berasa nonton langsung dirumah bang david.,0,2025-11-07T13:43:21Z
@pangeranchaniago5669,Nonton pake redmi note 4x 😂😂,0,2025-11-07T13:13:47Z
@url-mlbb,TES GAME CARX STREET,0,2025-11-07T11:57:19Z
@exonzigma,"4:14 ada chargernya, ADA CHARGERNYA, *AAADAAAAA CHARRRGERRNYAAAA* 🗣🗣🗣",3,2025-11-07T08:55:59Z
@juanefraimmadika6137,"Bang, Review RedMagic 11 Pro dong Bang",0,2025-11-07T08:04:45Z
@bhonottwiskhalifa2478,Rasa nyh ngimpi untuk bisa membeli dari salah satu nyh,0,2025-11-07T07:29:48Z
@kevinchristiankc15,4 juta antutu uset,0,2025-11-07T06:29:37Z
@Komarudin_ramlin,"Rasa premiumnya tetap tidak mengalahkan Iphone,android yah tetap android",0,2025-11-07T05:30:00Z
@WANTED90,Gw yakin editor nya udh benci bgt sama nih orang yg terlalu banyak bahas yg gk penting 😂,0,2025-11-07T02:01:44Z
@goodbay5831,Menarik tapi masih menunggu S26 Ultra rilis,0,2025-11-07T01:55:57Z
@ummisolihkhah5154,Next time kalo review hp coba maen wuwa bang,0,2025-11-07T01:28:21Z
@GamingZylo_Official,xiaomi the best lah udah..,0,2025-11-07T00:44:23Z
@Afi_cemungut,"Masih bingung,mau beli Huawei pura 80 ultra atau Xiaomi 17 pro max 🤔",0,2025-11-07T00:33:06Z
@ToruAwanoCh.,bang David ga jago showcase char gensin impek,0,2025-11-06T23:48:42Z
@agusbaruna9134,"Berapa umurmu saat kamu tau kalau kamu klik komentar dua kali. komentar itu akan menyukaimu, dan kalo kamu klik tiga kali balasannya akan terbuka dengan cepat🤫😆
Edit, like kalo anda suka, dislike kalo anda ga suka😛",1,2025-11-06T17:17:40Z
@الوجودية̣̂̀̉,"selama masih bikin kecanduan
mo ios
mo android
mo sistem operasi dewa
sama aja....
butuh hp canggih
yg entah gimana caranya
bisa bikin produktif
ngak bikin kecanduan
tanpa harus nge-hack habit
dan menurunkan batere ""will power"" user ny...",0,2025-11-06T16:45:52Z
@abanrenzy,wow,0,2025-11-06T16:19:42Z
@andrianto327,wow tidak wow sih 😂😂😂,0,2025-11-06T15:33:45Z
@amiiwwwww_17,Bang vivo x300 manaa banggg,0,2025-11-06T15:32:42Z
@wakndechanel7736,Tampilan hpnya keren sih jadi pengenn bangg,0,2025-11-06T15:29:57Z
@EvanJanuar-u3v,"Xiaomi 17 PRO MAX. ❌ 


Xiaomi 17 PRO MAAG. ✅",0,2025-11-06T15:20:13Z
@FaisalYusuf-gz1ch,"Ngeri jir hpnya , keren bet xaomi 🎉",0,2025-11-06T15:07:40Z
@U.R-CHANEL,"Perasaan baru kemaren pake Xiaomi 14


Sekarang dah muncul 17 aja
😢",0,2025-11-06T14:52:12Z
@ManusiaBolaa,20:56 WKWKWK😭😭,0,2025-11-06T14:37:33Z
@Childea,Xiaomi lagi nyarkas😂😂😂,1,2025-11-06T14:33:39Z
@ardipirwansyah9363,"Kotaknya biasa bgt,coba yg agak mewah dikit napa",0,2025-11-06T14:15:08Z
@GinshinImpict,hp ini bakal masuk indo ga ya?,0,2025-11-06T14:05:21Z
@dewixxi,"Hp yg aq idamkan setelah merasa terlalu enak pakai zflip 4 kalo foto2 karna ada layar belakang, sayang z flip saya sekarang kalodi lipat mati total, tapi berfungsi normal kalo di pake terbuka..",0,2025-11-06T11:54:49Z
@ademaulid8969,pertanyaan nya : update os nya berapa lama,0,2025-11-06T11:46:07Z
@apsurya6568,Tetap aja android,0,2025-11-06T11:07:01Z
@Jabawongky88,"Jujurly bang David, kalau mau pilih, abang pilih iPhone atau Xiaomi?",0,2025-11-06T07:37:13Z
@dxfazli8573,1,0,2025-11-06T06:26:24Z
@primestudiochannel7905,sebagus2 nya hp android gak akan bisa mengalahkan iphone karena iphone punya ekslusivitas,0,2025-11-06T06:19:09Z
@ahmadfadlolrisqy8124,Lebih panas dari exynos 2400,0,2025-11-06T06:07:04Z
@neta-f4w,Bang itu hp xiaomi beli dimana bang,0,2025-11-06T06:06:46Z
@jodydarmana7800,cara beli xiaomi 17 pro gmana?,0,2025-11-06T05:38:40Z
@TikaPertiwi-ms8gj,Dulu iphone vs samsung sekarang iphone vs xiomi...,0,2025-11-06T03:34:07Z
@belajarapaaja,Kayak kotak brem makanan khas madiun hhh,0,2025-11-06T01:05:52Z
@ruangjo,sapa yg mau beli hp cina belasan juta wkwkkw,1,2025-11-05T23:29:16Z
@falzx1,Kurang nya paling di lensa Ultrawide nya aja sih karena emang lensa nyaa yang kekecilan mungkin?,0,2025-11-05T22:33:26Z
@TiaNingrum-q6m,"Nie hp mahal di kamera ,KLO iPhone mhal di nma😅",0,2025-11-05T18:28:04Z
@CarlsLobo-p1z,Bang lupa bahas case konsol game untuk layar belakang nya.,0,2025-11-05T17:59:18Z
@nisacans1-x4e,halo,0,2025-11-05T16:43:53Z
@kafastylechanel7511,Mau suka ip / android.. Intiny q pake yg nyaman.. Ntah ip/andro,0,2025-11-05T15:45:49Z
@anisamasripah9355,15jtan mending ip 16 (kata pengguna iphone) kayak aku hehe,0,2025-11-05T15:31:35Z
@Abiyansyahputra123,"Main game drob , berarti belum bisa ngalahin samsung sama iPhone",0,2025-11-05T13:58:33Z
@kadekp28,user POCO X6 PRO NI BOZZ hadir😅,1,2025-11-05T13:40:24Z
@Abihtemborotomaychannel,BANG RIVEW KAN DONG KAMERAH VIDIO HP REALMI 15 PRO GAME OF THRONE KAN WAKTU ABANG REVEW KEMARIN KAMERAH VIDIONYA BLM ABANG SEVILKAN,2,2025-11-05T12:56:49Z
